,t3,t4,jsdiv,type
0,0.4,0,0.7007703316051748,S1
0,0.4,0,0.561994436243691,01
0,0.4,0,0.5261847475218944,10
0,0.4,0,0.3372399881305089,02
0,0.4,0,0.7940863577500942,S1
0,0.4,0,0.027668960240452546,01
0,0.4,0,0.04979489628262729,10
0,0.4,0,0.026130138482015043,02
0,0.4,0,0.8706057813349419,S1
0,0.4,0,0.07891593870629682,01
0,0.4,0,0.6229538435934601,10
0,0.4,0,0.05864555058540463,02
0,0.4,0,0.9914887034632349,S1
0,0.4,0,0.06739378593100712,01
0,0.4,0,0.06359042343796159,10
0,0.4,0,0.37717627922516694,02
0,0.4,0,0.9422011886986708,S1
0,0.4,0,0.0396380050048407,01
0,0.4,0,0.06349229222206662,10
0,0.4,0,0.8437315840289044,02
0,0.4,0,0.8397059516825548,S1
0,0.4,0,0.2710603709205876,01
0,0.4,0,0.3841135150552324,10
0,0.4,0,0.23780268072588867,02
0,0.4,0,0.8855130611501278,S1
0,0.4,0,0.018292038327240925,01
0,0.4,0,0.5391196185080351,10
0,0.4,0,0.09615940498052944,02
0,0.4,0,0.977308634088895,S1
0,0.4,0,0.43569281461665577,01
0,0.4,0,0.04989395811990856,10
0,0.4,0,0.19698524330570277,02
0,0.4,0,0.9410880951666327,S1
0,0.4,0,0.7429867217506303,01
0,0.4,0,0.034491593337503346,10
0,0.4,0,0.025623642107262132,02
0,0.4,0,0.9723889818942586,S1
0,0.4,0,0.3785254755732006,01
0,0.4,0,0.5913808162567094,10
0,0.4,0,0.5247908832847137,02
