,traj_n,length,reward,time,sub_type,time_agent,avg_time,reward_agent,avg_reward,usage,type,Length,Reward,Viol,S1_Usage,t1,t2,t3,t4,t6,t7,viol_constr,perc_usage
73,73,38.0,-198.6274169979695,1082.0,s2,1082,28.473684210526315,-198.6274169979695,-5.22703728942025,38,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
74,74,15.0,-103.31370849898477,424.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
74,74,15.0,-103.31370849898477,424.0,s2,424,28.266666666666666,-103.31370849898477,-6.887580566598984,15,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
75,75,22.0,-178.9705627484771,630.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
75,75,22.0,-178.9705627484771,630.0,s2,630,28.636363636363637,-178.9705627484771,-8.135025579476233,22,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
76,76,14.0,-147.65685424949237,440.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
76,76,14.0,-147.65685424949237,440.0,s2,440,31.428571428571427,-147.65685424949237,-10.546918160678027,14,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
77,77,21.0,-221.65685424949237,825.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
77,77,21.0,-221.65685424949237,825.0,s2,825,39.285714285714285,-221.65685424949237,-10.555088297594875,21,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
78,78,14.0,-50.97056274847715,438.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
78,78,14.0,-50.97056274847715,438.0,s2,438,31.285714285714285,-50.97056274847715,-3.6407544820340823,14,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,1.0
79,79,17.0,-111.31370849898477,532.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
79,79,17.0,-111.31370849898477,532.0,s2,532,31.294117647058822,-111.31370849898477,-6.547865205822633,17,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
80,80,17.0,-155.65685424949237,550.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
80,80,17.0,-155.65685424949237,550.0,s2,550,32.35294117647059,-155.65685424949237,-9.156285544087787,17,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
81,81,18.0,-115.31370849898477,524.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
81,81,18.0,-115.31370849898477,524.0,s2,524,29.11111111111111,-115.31370849898477,-6.406317138832487,18,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
82,82,29.0,-260.9705627484771,896.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
82,82,29.0,-260.9705627484771,896.0,s2,896,30.896551724137932,-260.9705627484771,-8.998984922361279,29,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
83,83,19.0,-165.31370849898474,640.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
83,83,19.0,-165.31370849898474,640.0,s2,640,33.68421052631579,-165.31370849898474,-8.700721499946566,19,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
84,84,18.0,-115.31370849898477,566.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
84,84,18.0,-115.31370849898477,566.0,s2,566,31.444444444444443,-115.31370849898477,-6.406317138832487,18,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
85,85,22.0,-131.31370849898474,653.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
85,85,22.0,-131.31370849898474,653.0,s2,653,29.681818181818183,-131.31370849898474,-5.968804931772033,22,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
86,86,16.0,-107.31370849898477,478.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
86,86,16.0,-107.31370849898477,478.0,s2,478,29.875,-107.31370849898477,-6.707106781186548,16,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
87,87,18.0,-165.31370849898474,521.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
87,87,18.0,-165.31370849898474,521.0,s2,521,28.944444444444443,-165.31370849898474,-9.184094916610263,18,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
88,88,20.0,-124.97056274847714,584.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
88,88,20.0,-124.97056274847714,584.0,s2,584,29.2,-124.97056274847714,-6.248528137423857,20,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
89,89,20.0,-219.31370849898474,588.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
89,89,20.0,-219.31370849898474,588.0,s2,588,29.4,-219.31370849898474,-10.965685424949237,20,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
90,90,18.0,-162.9705627484771,545.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
90,90,18.0,-162.9705627484771,545.0,s2,545,30.27777777777778,-162.9705627484771,-9.053920152693173,18,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
91,91,19.0,-215.31370849898474,556.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
91,91,19.0,-215.31370849898474,556.0,s2,556,29.263157894736842,-215.31370849898474,-11.332300447314987,19,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
92,92,19.0,-213.65685424949237,556.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
92,92,19.0,-213.65685424949237,556.0,s2,556,29.263157894736842,-213.65685424949237,-11.245097592078546,19,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
93,93,14.0,-146.97056274847714,411.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
93,93,14.0,-146.97056274847714,411.0,s2,411,29.357142857142858,-146.97056274847714,-10.497897339176939,14,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
94,94,15.0,-103.31370849898477,436.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
94,94,15.0,-103.31370849898477,436.0,s2,436,29.066666666666666,-103.31370849898477,-6.887580566598984,15,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
95,95,21.0,-176.6274169979695,635.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
95,95,21.0,-176.6274169979695,635.0,s2,635,30.238095238095237,-176.6274169979695,-8.410829380855692,21,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
96,96,22.0,-124.0,640.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
96,96,22.0,-124.0,640.0,s2,640,29.09090909090909,-124.0,-5.636363636363637,22,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
97,97,15.0,-99.31370849898477,474.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
97,97,15.0,-99.31370849898477,474.0,s2,474,31.6,-99.31370849898477,-6.620913899932318,15,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
98,98,23.0,-136.9705627484771,798.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
98,98,23.0,-136.9705627484771,798.0,s2,798,34.69565217391305,-136.9705627484771,-5.9552418586294396,23,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
99,99,21.0,-224.9705627484771,1024.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
99,99,21.0,-224.9705627484771,1024.0,s2,1024,48.76190476190476,-224.9705627484771,-10.712883940403671,21,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
100,100,20.0,-172.6274169979695,929.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
100,100,20.0,-172.6274169979695,929.0,s2,929,46.45,-172.6274169979695,-8.631370849898476,20,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
101,101,22.0,-131.31370849898474,726.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
101,101,22.0,-131.31370849898474,726.0,s2,726,33.0,-131.31370849898474,-5.968804931772033,22,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
102,102,17.0,-111.31370849898477,652.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
102,102,17.0,-111.31370849898477,652.0,s2,652,38.35294117647059,-111.31370849898477,-6.547865205822633,17,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
103,103,35.0,-188.2842712474619,1377.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
103,103,35.0,-188.2842712474619,1377.0,s2,1377,39.34285714285714,-188.2842712474619,-5.37955060707034,35,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
104,104,16.0,-108.97056274847714,831.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
104,104,16.0,-108.97056274847714,831.0,s2,831,51.9375,-108.97056274847714,-6.810660171779821,16,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
105,105,20.0,-123.31370849898477,918.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
105,105,20.0,-123.31370849898477,918.0,s2,918,45.9,-123.31370849898477,-6.165685424949238,20,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
106,106,46.0,-322.62741699796953,2275.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
106,106,46.0,-322.62741699796953,2275.0,s2,2275,49.45652173913044,-322.62741699796953,-7.013639499955859,46,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
107,107,22.0,-225.65685424949237,1781.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
107,107,22.0,-225.65685424949237,1781.0,s2,1781,80.95454545454545,-225.65685424949237,-10.257129738613289,22,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
108,108,34.0,-225.31370849898474,1056.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
108,108,34.0,-225.31370849898474,1056.0,s2,1056,31.058823529411764,-225.31370849898474,-6.626873779381904,34,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
109,109,16.0,-107.31370849898477,938.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
109,109,16.0,-107.31370849898477,938.0,s2,938,58.625,-107.31370849898477,-6.707106781186548,16,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
110,110,20.0,-123.31370849898477,594.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
110,110,20.0,-123.31370849898477,594.0,s2,594,29.7,-123.31370849898477,-6.165685424949238,20,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
111,111,18.0,-165.31370849898474,635.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
111,111,18.0,-165.31370849898474,635.0,s2,635,35.27777777777778,-165.31370849898474,-9.184094916610263,18,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
112,112,43.0,-267.94112549695427,1163.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
112,112,43.0,-267.94112549695427,1163.0,s2,1163,27.046511627906977,-267.94112549695427,-6.231188965045448,43,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
113,113,14.0,-99.31370849898477,377.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
113,113,14.0,-99.31370849898477,377.0,s2,377,26.928571428571427,-99.31370849898477,-7.093836321356055,14,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
114,114,17.0,-255.65685424949237,444.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
114,114,17.0,-255.65685424949237,444.0,s2,444,26.11764705882353,-255.65685424949237,-15.038638485264258,17,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,4.0,1.0
115,115,17.0,-109.65685424949238,454.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
115,115,17.0,-109.65685424949238,454.0,s2,454,26.705882352941178,-109.65685424949238,-6.450403191146611,17,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
116,116,13.0,-143.65685424949237,338.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
116,116,13.0,-143.65685424949237,338.0,s2,338,26.0,-143.65685424949237,-11.050527249960952,13,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
117,117,17.0,-108.97056274847715,461.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
117,117,17.0,-108.97056274847715,461.0,s2,461,27.11764705882353,-108.97056274847715,-6.410033102851597,17,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
118,118,21.0,-78.97056274847715,585.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
118,118,21.0,-78.97056274847715,585.0,s2,585,27.857142857142858,-78.97056274847715,-3.760502988022721,21,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,1.0
119,119,17.0,-112.97056274847715,476.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
119,119,17.0,-112.97056274847715,476.0,s2,476,28.0,-112.97056274847715,-6.645327220498656,17,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
120,120,26.0,-150.62741699796953,922.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
120,120,26.0,-150.62741699796953,922.0,s2,922,35.46153846153846,-150.62741699796953,-5.793362192229598,26,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
121,121,16.0,-104.0,606.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
121,121,16.0,-104.0,606.0,s2,606,37.875,-104.0,-6.5,16,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
122,122,25.0,-198.2842712474619,1151.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
122,122,25.0,-198.2842712474619,1151.0,s2,1151,46.04,-198.2842712474619,-7.931370849898476,25,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
123,123,14.0,-99.31370849898477,590.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
123,123,14.0,-99.31370849898477,590.0,s2,590,42.142857142857146,-99.31370849898477,-7.093836321356055,14,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
124,124,14.0,-97.65685424949238,497.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
124,124,14.0,-97.65685424949238,497.0,s2,497,35.5,-97.65685424949238,-6.975489589249456,14,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
125,125,15.0,-103.31370849898477,699.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
125,125,15.0,-103.31370849898477,699.0,s2,699,46.6,-103.31370849898477,-6.887580566598984,15,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
126,126,19.0,-169.31370849898477,509.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
126,126,19.0,-169.31370849898477,509.0,s2,509,26.789473684210527,-169.31370849898477,-8.91124781573604,19,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
127,127,19.0,-211.31370849898474,584.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
127,127,19.0,-211.31370849898474,584.0,s2,584,30.736842105263158,-211.31370849898474,-11.121774131525513,19,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
128,128,15.0,-103.31370849898477,406.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
128,128,15.0,-103.31370849898477,406.0,s2,406,27.066666666666666,-103.31370849898477,-6.887580566598984,15,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
129,129,18.0,-162.9705627484771,541.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
129,129,18.0,-162.9705627484771,541.0,s2,541,30.055555555555557,-162.9705627484771,-9.053920152693173,18,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
130,130,29.0,-311.94112549695427,817.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
130,130,29.0,-311.94112549695427,817.0,s2,817,28.17241379310345,-311.94112549695427,-10.756590534377734,29,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,4.0,1.0
131,131,14.0,-198.62741699796953,514.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
131,131,14.0,-198.62741699796953,514.0,s2,514,36.714285714285715,-198.62741699796953,-14.18767264271211,14,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
132,132,39.0,-202.6274169979695,1186.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
132,132,39.0,-202.6274169979695,1186.0,s2,1186,30.41025641025641,-202.6274169979695,-5.195574794819731,39,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
133,133,40.0,-254.2842712474619,1189.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
133,133,40.0,-254.2842712474619,1189.0,s2,1189,29.725,-254.2842712474619,-6.357106781186547,40,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
134,134,18.0,-204.0,520.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
134,134,18.0,-204.0,520.0,s2,520,28.88888888888889,-204.0,-11.333333333333334,18,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
135,135,19.0,-117.65685424949238,531.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
135,135,19.0,-117.65685424949238,531.0,s2,531,27.94736842105263,-117.65685424949238,-6.192466013131178,19,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
136,136,18.0,-162.97056274847714,484.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
136,136,18.0,-162.97056274847714,484.0,s2,484,26.88888888888889,-162.97056274847714,-9.053920152693173,18,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
137,137,25.0,-192.6274169979695,679.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
137,137,25.0,-192.6274169979695,679.0,s2,679,27.16,-192.6274169979695,-7.70509667991878,25,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
138,138,17.0,-166.2842712474619,454.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
138,138,17.0,-166.2842712474619,454.0,s2,454,26.705882352941178,-166.2842712474619,-9.781427720438936,17,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
139,139,21.0,-127.31370849898475,578.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
139,139,21.0,-127.31370849898475,578.0,s2,578,27.523809523809526,-127.31370849898475,-6.0625575475707025,21,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
140,140,15.0,-151.65685424949237,382.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
140,140,15.0,-151.65685424949237,382.0,s2,382,25.466666666666665,-151.65685424949237,-10.110456949966158,15,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
141,141,19.0,-212.9705627484771,515.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
141,141,19.0,-212.9705627484771,515.0,s2,515,27.105263157894736,-212.9705627484771,-11.208976986761954,19,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,3.0,1.0
142,142,15.0,-103.31370849898477,386.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
142,142,15.0,-103.31370849898477,386.0,s2,386,25.733333333333334,-103.31370849898477,-6.887580566598984,15,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
143,143,29.0,-211.94112549695424,772.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
143,143,29.0,-211.94112549695424,772.0,s2,772,26.620689655172413,-211.94112549695424,-7.308314672308767,29,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
144,144,16.0,-154.97056274847714,437.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
144,144,16.0,-154.97056274847714,437.0,s2,437,27.3125,-154.97056274847714,-9.685660171779821,16,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,2.0,1.0
145,145,17.0,-109.65685424949238,496.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
145,145,17.0,-109.65685424949238,496.0,s2,496,29.176470588235293,-109.65685424949238,-6.450403191146611,17,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
146,146,18.0,-116.97056274847715,511.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
146,146,18.0,-116.97056274847715,511.0,s2,511,28.38888888888889,-116.97056274847715,-6.49836459713762,18,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
147,147,14.0,-99.31370849898477,395.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
147,147,14.0,-99.31370849898477,395.0,s2,395,28.214285714285715,-99.31370849898477,-7.093836321356055,14,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
148,148,17.0,-112.97056274847715,531.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
148,148,17.0,-112.97056274847715,531.0,s2,531,31.235294117647058,-112.97056274847715,-6.645327220498656,17,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,1.0,1.0
149,149,22.0,-272.6274169979695,768.0,s1,0,,0.0,,0,S2,22.742,-161.63193879768664,0.782,0,200,0.8,0.0,0,1,0.5,0.0,0.0
