,t3,t4,jsdiv,type
0,0.9,200,0.9482288494111578,S1
0,0.9,200,0.09889496670363791,01
0,0.9,200,0.7139100422792559,10
0,0.9,200,0.43003360347232666,02
0,0.9,200,0.7139757592586424,S1
0,0.9,200,0.02436104151014014,01
0,0.9,200,0.13141234908433636,10
0,0.9,200,0.025709132866685417,02
0,0.9,200,0.9743858481470263,S1
0,0.9,200,0.10191113771455985,01
0,0.9,200,0.1339721200365441,10
0,0.9,200,0.10085287641568857,02
0,0.9,200,0.8710609199060524,S1
0,0.9,200,0.0347343257138389,01
0,0.9,200,0.04753716432136099,10
0,0.9,200,0.0232079256912344,02
0,0.9,200,0.9053522179784086,S1
0,0.9,200,0.6834874807063345,01
0,0.9,200,0.6278784138493549,10
0,0.9,200,0.15598390328931522,02
0,0.9,200,0.9265556365645056,S1
0,0.9,200,0.013757664506342391,01
0,0.9,200,0.15864918982422488,10
0,0.9,200,0.073781403330586,02
0,0.9,200,0.9467929399407227,S1
0,0.9,200,0.4126180254354355,01
0,0.9,200,0.2672232070286449,10
0,0.9,200,0.05043037329486956,02
0,0.9,200,0.9727223756750303,S1
0,0.9,200,0.22271405504874392,01
0,0.9,200,0.07349362423047281,10
0,0.9,200,0.0575654483922504,02
0,0.9,200,0.9634112199054297,S1
0,0.9,200,0.021317381482106164,01
0,0.9,200,0.0781616981438173,10
0,0.9,200,0.02056908607636908,02
0,0.9,200,0.9959662990856761,S1
0,0.9,200,0.024894384151497,01
0,0.9,200,0.2630322992853508,10
0,0.9,200,0.04559396493072617,02
