,t3,t4,jsdiv,type
0,0.9,200,0.8745687532490258,S1
0,0.9,200,0.01579731665548567,01
0,0.9,200,0.6532890859731193,10
0,0.9,200,0.23626378513632929,02
0,0.9,200,0.834492073467685,S1
0,0.9,200,0.017297899830955532,01
0,0.9,200,0.7091588277152182,10
0,0.9,200,0.26490261595841064,02
0,0.9,200,0.9047298061798038,S1
0,0.9,200,0.052877371325758794,01
0,0.9,200,0.7341119340103696,10
0,0.9,200,0.2360292607461425,02
0,0.9,200,0.9536364155244899,S1
0,0.9,200,0.018979727379561037,01
0,0.9,200,0.7203742675050601,10
0,0.9,200,0.2609650702915697,02
0,0.9,200,0.7869310972469561,S1
0,0.9,200,0.0836906290860189,01
0,0.9,200,0.7412429028832653,10
0,0.9,200,0.23374693760054305,02
0,0.9,200,0.8976116326700503,S1
0,0.9,200,0.022591864952956963,01
0,0.9,200,0.7227360594653132,10
0,0.9,200,0.22889760917902277,02
0,0.9,200,0.8764665090164054,S1
0,0.9,200,0.01979286768191281,01
0,0.9,200,0.7205371929545139,10
0,0.9,200,0.25463609146024563,02
0,0.9,200,0.9649947757717579,S1
0,0.9,200,0.021807907523694887,01
0,0.9,200,0.7513278424757561,10
0,0.9,200,0.2355368439101157,02
0,0.9,200,0.7991494244211172,S1
0,0.9,200,0.014233333913800668,01
0,0.9,200,0.7570944240417017,10
0,0.9,200,0.2352285372633593,02
0,0.9,200,0.9391603678306732,S1
0,0.9,200,0.04119819451649077,01
0,0.9,200,0.7516274708881305,10
0,0.9,200,0.2464859047884506,02
